Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"BCL2L2-PABPN1","BCL2L2-PABPN1 Readthrough","Protein Coding","Q92843","39","GC14P052446","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2-PABPN1"
"RRP36","Ribosomal RNA Processing 36","Protein Coding","Q96EU6","39","GC06P043021","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP36"
"SHFL","Shiftless Antiviral Inhibitor Of Ribosomal Frameshifting","Protein Coding","Q9NUL5","39","GC19P010086","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHFL"
"SNRNP25","Small Nuclear Ribonucleoprotein U11/U12 Subunit 25","Protein Coding","Q9BV90","39","GC16P000053","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP25"
"TIMM29","Translocase Of Inner Mitochondrial Membrane 29","Protein Coding","Q9BSF4","39","GC19P132299","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM29"
"WDR75","WD Repeat Domain 75","Protein Coding","Q8IWA0","39","GC02P189441","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR75"
"ZMAT5","Zinc Finger Matrin-Type 5","Protein Coding","Q9UDW3","39","GC22M029730","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMAT5"
"AIRIM","AFG2 Interacting Ribosome Maturation Factor","Protein Coding","Q9NX04","38","GC01M037681","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRIM"
"AMY1B","Amylase Alpha 1B","Protein Coding","P0DTE7","38","GC01M103687","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY1B"
"AMY1C","Amylase Alpha 1C","Protein Coding","P0DTE8","38","GC01P103745","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY1C"
"C1orf131","Chromosome 1 Open Reading Frame 131","Protein Coding","Q8NDD1","38","GC01M231223","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf131"
"CFAP161","Cilia And Flagella Associated Protein 161","Protein Coding","Q6P656","38","GC15P175966","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP161"
"DCDC2B","Doublecortin Domain Containing 2B","Protein Coding","A2VCK2","38","GC01P032209","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCDC2B"
"DEPP1","DEPP Autophagy Regulator 1","Protein Coding","Q9NTK1","38","GC10M048791","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPP1"
"DUX4","Double Homeobox 4","Protein Coding","Q9UBX2","38","GC04P190173","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUX4"
"FCF1","FCF1 RRNA-Processing Protein","Protein Coding","Q9Y324","38","GC14P074713","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCF1"
"GHDC","GH3 Domain Containing","Protein Coding","Q8N2G8","38","GC17M042188","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHDC"
"GPN2","GPN-Loop GTPase 2","Protein Coding","Q9H9Y4","38","GC01M026876","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN2"
"HAUS3","HAUS Augmin Like Complex Subunit 3","Protein Coding","Q68CZ6","38","GC04M002227","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS3"
"HYPK","Huntingtin Interacting Protein K","Protein Coding","Q9NX55","38","GC15P043796","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYPK"
"ICE1","Interactor Of Little Elongation Complex ELL Subunit 1","Protein Coding","Q9Y2F5","38","GC05P005421","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICE1"
"INO80B","INO80 Complex Subunit B","Protein Coding","Q9C086","38","GC02P075175","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INO80B"
"INO80C","INO80 Complex Subunit C","Protein Coding","Q6PI98","38","GC18M035452","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INO80C"
"LSM12","LSM12 Homolog","Protein Coding","Q3MHD2","38","GC17M044034","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM12"
"MRPL41","Mitochondrial Ribosomal Protein L41","Protein Coding","Q8IXM3","38","GC09P137551","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL41"
"NAA38","N-Alpha-Acetyltransferase 38, NatC Auxiliary Subunit","Protein Coding","Q9BRA0","38","GC17M007856","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA38"
"NBPF11","NBPF Member 11","Protein Coding","Q86T75","38","GC01M148102","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF11"
"NOL12","Nucleolar Protein 12","Protein Coding","Q9UGY1","38","GC22P081450","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL12"
"OR7E24","Olfactory Receptor Family 7 Subfamily E Member 24","Protein Coding","Q6IFN5","38","GC19P132215","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR7E24"
"RTL10","Retrotransposon Gag Like 10","Protein Coding","Q7L3V2","38","GC22M019846","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTL10"
"SS18L2","SS18 Like 2","Protein Coding","Q9UHA2","38","GC03P042581","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SS18L2"
"TADA1","Transcriptional Adaptor 1","Protein Coding","Q96BN2","38","GC01M166826","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA1"
"TTC27","Tetratricopeptide Repeat Domain 27","Protein Coding","Q6P3X3","38","GC02P032628","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC27"
"ZFC3H1","Zinc Finger C3H1-Type Containing","Protein Coding","O60293","38","GC12M071609","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFC3H1"
"ZNF492","Zinc Finger Protein 492","Protein Coding","Q9P255","38","GC19P022634","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF492"
"ARMC7","Armadillo Repeat Containing 7","Protein Coding","Q9H6L4","37","GC17P075109","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC7"
"C4orf46","Chromosome 4 Open Reading Frame 46","Protein Coding","Q504U0","37","GC04M158666","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4orf46"
"LIN37","Lin-37 DREAM MuvB Core Complex Component","Protein Coding","Q96GY3","37","GC19P132930","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN37"
"MAGED4","MAGE Family Member D4","Protein Coding","Q96JG8","37","GC0XP052184","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED4"
"NBPF10","NBPF Member 10","Protein Coding","Q6P3W6","37","GC01M146064","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF10"
"PRKRIP1","PRKR Interacting Protein 1","Protein Coding","Q9H875","37","GC07P108857","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKRIP1"
"PSG7","Pregnancy Specific Beta-1-Glycoprotein 7","Protein Coding","Q13046","37","GC19M101052","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSG7"
"PSTK","Phosphoseryl-TRNA Kinase","Protein Coding","Q8IV42","37","GC10P122954","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSTK"
"SNAPC2","Small Nuclear RNA Activating Complex Polypeptide 2","Protein Coding","Q13487","37","GC19P007920","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPC2"
"SPDYE1","Speedy/RINGO Cell Cycle Regulator Family Member E1","Protein Coding","Q8NFV5","37","GC07P043998","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE1"
"SYS1","SYS1 Golgi Trafficking Protein","Protein Coding","Q8N2H4","37","GC20P045361","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYS1"
"ZNF581","Zinc Finger Protein 581","Protein Coding","Q9P0T4","37","GC19P055635","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF581"
"AGAP4","ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 4","Protein Coding","Q96P64","36","GC10M045825","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP4"
"DNLZ","DNL-Type Zinc Finger","Protein Coding","Q5SXM8","36","GC09M136359","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNLZ"
"GOLGA6A","Golgin A6 Family Member A","Protein Coding","Q9NYA3","36","GC15M074069","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA6A"
"H4C15","H4 Clustered Histone 15","Protein Coding","P62805","36","GC01M164854","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C15"
"IGFL4","IGF Like Family Member 4","Protein Coding","Q6B9Z1","36","GC19M046039","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFL4"
"NOTO","Notochord Homeobox","Protein Coding","A8MTQ0","36","GC02P073202","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTO"
"NPIPA1","Nuclear Pore Complex Interacting Protein Family Member A1","Protein Coding","Q9UND3","36","GC16P014922","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPIPA1"
"OR10H1","Olfactory Receptor Family 10 Subfamily H Member 1","Protein Coding","Q9Y4A9","36","GC19M100487","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR10H1"
"POLR2J3","RNA Polymerase II Subunit J3","Protein Coding","Q9H1A7","36","GC07M102537","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2J3"
"PPIAL4A","Peptidylprolyl Isomerase A Like 4A","Protein Coding","Q9Y536","36","GC01P120889","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIAL4A"
"PRR19","Proline Rich 19","Protein Coding","A6NJB7","36","GC19P042302","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR19"
"RGPD8","RANBP2 Like And GRIP Domain Containing 8","Protein Coding","O14715","36","GC02M112368","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGPD8"
"SRRD","SRR1 Domain Containing","Protein Coding","Q9UH36","36","GC22P026483","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRD"
"USPL1","Ubiquitin Specific Peptidase Like 1","Protein Coding","Q5W0Q7","36","GC13P030617","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USPL1"
"MRPL53","Mitochondrial Ribosomal Protein L53","Protein Coding","Q96EL3","35","GC02M074471","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL53"
"NBPF14","NBPF Member 14","Protein Coding","Q5TI25","35","GC01M148531","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF14"
"OR10G2","Olfactory Receptor Family 10 Subfamily G Member 2","Protein Coding","Q8NGC3","35","GC14M021633","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR10G2"
"TBC1D3G","TBC1 Domain Family Member 3G","Protein Coding","Q6DHY5","35","GC17P133470","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3G"
"TMEM145","Transmembrane Protein 145","Protein Coding","Q8NBT3","35","GC19P042313","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM145"
"ZNF99","Zinc Finger Protein 99","Protein Coding","A8MXY4","35","GC19M100706","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF99"
"CCDC140","CCDC140 Long Non-Coding RNA","RNA Gene","Q96MF4","34","GC02P222298","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC140"
"CGB1","Chorionic Gonadotropin Subunit Beta 1","Protein Coding","A6NKQ9","34","GC19M049035","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB1"
"FCGR1BP","Fc Gamma Receptor Ib, Pseudogene","Pseudogene","Q92637","34","GC01P123511","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1BP"
"GOLGA8J","Golgin A8 Family Member J","Protein Coding","A6NMD2","34","GC15P030082","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA8J"
"PPIAL4G","Peptidylprolyl Isomerase A Like 4G","Protein Coding","P0DN37","34","GC01M148482","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIAL4G"
"TBC1D3B","TBC1 Domain Family Member 3B","Protein Coding","A6NDS4","34","GC17M089051","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3B"
"TBC1D3F","TBC1 Domain Family Member 3F","Protein Coding","A6NER0","34","GC17M036428","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3F"
"AGAP5","ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 5","Protein Coding","A6NIR3","33","GC10M074312","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP5"
"CGB2","Chorionic Gonadotropin Subunit Beta 2","Protein Coding","Q6NT52","33","GC19P049031","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB2"
"H2AC19","H2A Clustered Histone 19","Protein Coding","Q6FI13","33","GC01P170163","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC19"
"INTS15","Integrator Complex Subunit 15","Protein Coding","Q96N11","33","GC07P015733","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS15"
"KRTAP4-7","Keratin Associated Protein 4-7","Protein Coding","Q9BYR0","33","GC17P041084","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP4-7"
"NBPF9","NBPF Member 9","Protein Coding","P0DPF3","33","GC01M164785","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF9"
"POTEJ","POTE Ankyrin Domain Family Member J","Protein Coding","P0CG39","33","GC02P130611","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEJ"
"ZNF626","Zinc Finger Protein 626","Protein Coding","Q68DY1","33","GC19M020619","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF626"
"ZNG1B","Zn Regulated GTPase Metalloprotein Activator 1B","Protein Coding","Q8IUF1","33","GC02P151099","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNG1B"
"C2orf15","Chromosome 2 Open Reading Frame 15","Protein Coding","Q8WU43","32","GC02P099260","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2orf15"
"CGB8","Chorionic Gonadotropin Subunit Beta 8","Protein Coding","P0DN86","32","GC19M049047","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB8"
"FOXD4L6","Forkhead Box D4 Like 6","Protein Coding","Q3SYB3","32","GC09M043877","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXD4L6"
"SPDYE2","Speedy/RINGO Cell Cycle Regulator Family Member E2","Protein Coding","Q495Y8","32","GC07P102551","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE2"
"SPDYE3","Speedy/RINGO Cell Cycle Regulator Family Member E3","Protein Coding","A6NKU9","32","GC07P108769","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE3"
"AGAP9","ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 9","Protein Coding","Q5VTM2","31","GC10M047501","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP9"
"NPIPB3","Nuclear Pore Complex Interacting Protein Family Member B3","Protein Coding","Q92617","31","GC16M027721","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPIPB3"
"OR4F16","Olfactory Receptor Family 4 Subfamily F Member 16","Protein Coding","Q6IEY1","31","GC01M016016","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR4F16"
"OR4F17","Olfactory Receptor Family 4 Subfamily F Member 17","Protein Coding","Q8NGA8","31","GC19P000107","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR4F17"
"PMF1-BGLAP","PMF1-BGLAP Readthrough","Protein Coding","","31","GC01P170549","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMF1-BGLAP"
"RPEL1","Ribulose-5-Phosphate-3-Epimerase Like 1","Protein Coding","Q2QD12","31","GC10P116618","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPEL1"
"ANKRD20A1","Ankyrin Repeat Domain 20 Family Member A1","Protein Coding","Q5TYW2","30","GC09P067832","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD20A1"
"ATP5MF-PTCD1","ATP5MF-PTCD1 Readthrough","Protein Coding","","30","GC07M106034","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MF-PTCD1"
"FOXD4L3","Forkhead Box D4 Like 3","Protein Coding","Q6VB84","30","GC09P068302","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXD4L3"
"KRTAP9-4","Keratin Associated Protein 9-4","Protein Coding","Q9BYQ2","30","GC17P041249","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP9-4"
"NBPF20","NBPF Member 20","Protein Coding","P0DPF2","30","GC01M145289","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF20"
"NBPF8","NBPF Member 8","Protein Coding","Q3BBV2","30","GC01P123471","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF8"
"NOPCHAP1","NOP Protein Chaperone 1","Protein Coding","Q8N5I9","30","GC12P104987","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOPCHAP1"
"PPIAL4C","Peptidylprolyl Isomerase A Like 4C","Protein Coding","A0A0B4J2A2","30","GC01P170149","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIAL4C"
"RNF32-DT","RNF32 Divergent Transcript","RNA Gene","Q8NI28","30","GC07M156458","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF32-DT"
"TBC1D3C","TBC1 Domain Family Member 3C","Protein Coding","Q6IPX1","30","GC17M038057","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3C"
"UQCRHL","Ubiquinol-Cytochrome C Reductase Hinge Protein Like","Protein Coding","A0A096LP55","30","GC01M020021","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRHL"
"ZNG1C","Zn Regulated GTPase Metalloprotein Activator 1C","Protein Coding","Q5JTY5","30","GC09P073052","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNG1C"
"NPIPA2","Nuclear Pore Complex Interacting Protein Family Member A2","Protein Coding","E9PIF3","29","GC16P104328","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPIPA2"
"SPATA31A3","SPATA31 Subfamily A Member 3","Protein Coding","Q5VYP0","29","GC09M066986","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA31A3"
"TBC1D3H","TBC1 Domain Family Member 3H","Protein Coding","P0C7X1","29","GC17M089094","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3H"
"TP53TG3B","TP53 Target 3B","Protein Coding","Q9ULZ0","29","GC16P033360","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53TG3B"
"GOLGA6L1","Golgin A6 Family Like 1","Protein Coding","Q8N7Z2","28","GC15M023127","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA6L1"
"PAPPA-AS1","PAPPA Antisense RNA 1","RNA Gene","Q5QFB9","28","GC09M116398","0.969720602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA-AS1"
